transaction_id,customer_id,date,amount_usd,country,merchant,channel
T00929,C0456,2024-08-14,2007.39,germany,luxury retailer,in-person
T00930,C0486,2025-06-18,596.51,us,amazon,wire
T00931,C0337,2025-02-13,300.15,us,walmart,not recorded
T00932,C0492,2025-03-24,3602.77,mexico,unknown vendor,in-person
T00933,C0117,2025-04-12,8321.25,us,ebay,wire
T00934,C0497,2024-08-19,1491.79,us,ebay,wire
T00935,C0278,2024-10-02,376.71,us,ebay,in-person
T00936,C0278,2025-04-19,635.75,mexico,amazon,online
T00937,C0159,2025-01-19,37.12,mexico,unknown vendor,online
T00938,C0221,2024-07-06,4913.78,germany,luxury retailer,online
T00939,C0336,2024-07-23,250.56,brazil,crypto exchange,wire
T00940,C0035,2025-06-04,1718.48,uk,crypto exchange,online
T00941,C0095,2025-06-06,640.56,us,unknown vendor,in-person
T00942,C0016,2024-07-10,1615.67,canada,unknown vendor,wire
T00943,C0493,2024-10-08,2107.78,us,bestbuy,in-person
T00944,C0478,2024/07/23,3540.88,canada,amazon,online
T00945,C0055,2025-01-05,462.41,us,amazon,in-person
T00946,C0316,2024.11.24,22.11,us,ebay,online
T00947,C0306,2024-12-01,294.42,us,ebay,wire
T00948,C0041,2025-06-28,4605.54,mexico,bestbuy,in-person
T00949,C0434,2024-09-02,4141.2,mexico,walmart,wire
T00950,C0095,2024-09-13,1819.69,china,bestbuy,online
T00951,C0084,2025-07-02,1835.17,us,amazon,not recorded
T00952,C0474,2025-06-04,2187.47,us,bestbuy,in-person
T00953,C0344,2024-07-19,385.64,germany,walmart,online
T00954,C0091,2025-02-05,4916.42,brazil,luxury retailer,in-person
T00955,C0251,2025-05-13,1085.22,mexico,unknown vendor,online
T00956,C0219,2025-06-25,966.22,us,amazon,in-person
T00957,C0423,2025-04-09,1463.43,us,bestbuy,in-person
T00958,C0481,2025-04-19,96.21,canada,ebay,in-person
T00959,C0329,2025-03-17,363.72,china,walmart,in-person
T00960,C0056,2024-12-15,2679.08,us,walmart,online
T00961,C0450,2024-10-01,172.86,germany,not recorded,wire
T00962,C0377,2024-11-07,1848.4,us,bestbuy,in-person
T00963,C0493,2024-10-10,563.0,us,amazon,wire
T00964,C0453,2024-12-14,986.28,us,walmart,wire
T00965,C0086,2025-06-26,681.3,us,ebay,online
T00966,C0354,2025-04-11,879.1,uk,amazon,in-person
T00967,C0232,2024-11-07,2539.13,us,ebay,online
T00968,C0399,2024.10.19,705.14,uk,unknown vendor,in-person
T00969,C0070,2025-05-22,1671.29,us,bestbuy,online
T00970,C0092,2024-08-05,1292.72,us,unknown vendor,online
T00971,C0452,2025-02-12,2179.33,us,amazon,in-person
T00972,C0333,2024-11-27,5523.84,brazil,walmart,in-person
T00973,C0376,2024-08-21,2637.81,us,amazon,wire
T00974,C0325,2025-01-16,483.99,us,ebay,wire
T00975,C0373,2025-03-24,63.36,canada,ebay,online
T00976,C0194,2025/06/21,608.34,uk,amazon,online
T00977,C0468,2024-07-26,1808.12,us,unknown vendor,online
T00978,C0084,2024.09.13,105.59,china,amazon,in-person
T00979,C0027,2024-09-30,1371.81,us,bestbuy,wire
T00980,C0148,2025-05-14,1816.86,mexico,amazon,online
T00981,C0492,2025-01-22,813.66,us,ebay,wire
T00982,C0007,2024-07-23,2947.3,us,unknown vendor,in-person
T00983,C0414,2024-12-08,225.44,us,unknown vendor,online
T00984,C0112,2024-08-01,156.22,uk,bestbuy,wire
T00985,C0227,2025/06/11,2605.29,us,ebay,online
T00986,C0452,2025-01-02,1368.34,uk,ebay,in-person
T00987,C0420,2025-06-07,2332.09,russia,amazon,online
T00988,C0029,2024.10.23,1141.25,mexico,amazon,online
T00989,C0342,2025-05-02,565.79,uk,ebay,wire
T00990,C0472,2025-05-30,3419.65,us,amazon,online
T00991,C0083,2024-11-03,3213.04,mexico,ebay,in-person
T00992,C0359,2024-11-10,2372.9,uk,walmart,online
T00993,C0495,2024-08-08,635.31,us,ebay,online
T00994,C0048,2025-02-05,1784.32,canada,bestbuy,wire
T00995,C0420,2024-12-30,895.62,us,bestbuy,in-person
T00996,C0034,2024-07-09,192.1,us,amazon,in-person
T00997,C0441,2024-11-26,4985.4,us,ebay,in-person
T00998,C0108,2024-09-21,294.26,mexico,ebay,online
T00999,C0293,2024.10.27,6000.98,canada,ebay,online
T01000,C0248,2025-02-09,1181.2,canada,ebay,in-person
T01001,C0148,2025-05-06,409.46,us,walmart,wire
T01002,C0270,2024-11-01,1561.34,uk,ebay,online
T01003,C0315,2025-04-19,4126.28,uk,ebay,not recorded
T01004,C0255,2025-03-04,2635.22,us,amazon,in-person
T01005,C0120,2024-10-08,3285.59,canada,luxury retailer,online
T01006,C0061,2025-01-02,2150.48,us,ebay,online
T01007,C0378,2024-11-26,2357.11,russia,walmart,wire
T01008,C0212,2025-02-20,3783.54,us,bestbuy,in-person
T01009,C0109,2025-01-13,574.48,us,amazon,wire
T01010,C0131,2025-05-02,1344.44,canada,bestbuy,in-person
T01011,C0282,2025-05-03,500.03,us,amazon,in-person
T01012,C0171,2024-09-19,8791.12,us,walmart,in-person
T01013,C0492,2025-04-16,5766.93,us,amazon,wire
T01014,C0427,2025-06-20,80.45,us,ebay,wire
T01015,C0409,2025-02-03,2445.46,us,amazon,online
T01016,C0322,2025-04-27,5187.17,us,unknown vendor,wire
T01017,C0237,2025-05-11,398.31,canada,bestbuy,in-person
T01018,C0029,2024-10-09,1678.41,russia,amazon,in-person
T01019,C0348,2024-09-02,4941.73,us,ebay,online
T01020,C0296,2024-07-08,69.07,mexico,walmart,wire
T01021,C0034,2025-07-03,2390.82,germany,not recorded,online
T01022,C0174,2024-12-12,705.79,germany,ebay,online
T01023,C0293,2024-07-15,5164.5,mexico,amazon,online
T01024,C0443,2024/10/04,7084.94,canada,bestbuy,wire
T01025,C0364,2025-02-01,5774.35,us,not recorded,wire
T01026,C0450,2024-11-17,1285.72,us,bestbuy,wire
T01027,C0111,2025-03-09,396162.0,uk,amazon,wire
T01028,C0402,2025-05-28,3722.85,us,amazon,online
T01029,C0228,2025-04-01,768.68,uk,not recorded,in-person
T01030,C0079,2025-06-11,3531.2,us,crypto exchange,in-person
T01031,C0448,2024-07-09,75.42,uk,walmart,online
T01032,C0394,2024-11-13,1814.02,china,walmart,not recorded
T01033,C0347,2024-07-06,522.75,germany,not recorded,online
T01034,C0236,2025-04-26,256.96,us,unknown vendor,online
T01035,C0003,2025.03.18,160.15,us,amazon,in-person
T01036,C0447,2024-11-29,2383.36,us,bestbuy,online
T01037,C0053,2025-05-31,830.65,uk,ebay,wire
T01038,C0012,2025-04-18,2580.27,uk,bestbuy,online
T01039,C0165,2025-04-14,135.18,us,amazon,in-person
T01040,C0164,2024-11-02,757.52,canada,ebay,not recorded
T01041,C0077,2024-08-15,1550.85,us,amazon,in-person
T01042,C0287,2024-09-23,3128.19,uk,amazon,wire
T01043,C0282,2025-01-27,767.66,us,amazon,in-person
T01044,C0412,2024-10-06,1966.42,us,amazon,online
T01045,C0160,2024/12/16,4342.72,mexico,bestbuy,wire
T01046,C0026,2025-01-13,1913.51,us,bestbuy,in-person
T01047,C0026,2024-07-29,530.43,us,amazon,wire
T01048,C0201,2024-08-30,49.41,us,ebay,in-person
T01049,C0323,2025-04-08,4081.96,russia,ebay,in-person
T01050,C0183,2024-10-22,43.0,us,walmart,in-person
T01051,C0389,2024-08-11,4154.12,mexico,ebay,wire
T01052,C0291,2024-07-23,1505.53,us,walmart,not recorded
T01053,C0240,2025-06-28,5595.98,us,bestbuy,in-person
T01054,C0364,2024-10-03,3206.75,canada,bestbuy,online
T01055,C0074,2025-06-19,12364.39,china,not recorded,wire
T01056,C0201,2025.05.30,863.76,us,crypto exchange,not recorded
T01057,C0404,2025-01-23,2915.05,china,not recorded,wire
T01058,C0016,2024-12-13,1028.1,us,amazon,wire
T01059,C0237,2025-04-04,1307.37,russia,not recorded,wire
T01060,C0310,2025-06-18,1975.07,uk,ebay,wire
T01061,C0419,2024-11-27,4137.83,canada,amazon,in-person
T01062,C0333,2024-12-31,828079.0,us,bestbuy,wire
T01063,C0206,2025-04-22,2924.39,uk,amazon,online
T01064,C0281,2024-08-07,1081.77,us,bestbuy,online
T01065,C0175,2025-02-16,1094.14,us,ebay,wire
T01066,C0402,2024-08-12,2675.64,germany,ebay,wire
T01067,C0279,2025-01-18,545.66,mexico,amazon,in-person
T01068,C0040,2024-08-26,234.13,canada,walmart,wire
T01069,C0059,2025-03-10,875.84,uk,bestbuy,in-person
T01070,C0050,2025-05-20,677.22,russia,amazon,wire
T01071,C0036,2024-12-06,702.83,uk,ebay,in-person
T01072,C0395,2024-08-04,532.12,russia,bestbuy,in-person
T01073,C0339,2025-02-20,86.01,us,amazon,online
T01074,C0455,2025-02-11,36.07,uk,walmart,online
T01075,C0388,2024-07-30,8799.96,us,amazon,in-person
T01076,C0150,2024-12-21,1116.44,us,ebay,online
T01077,C0106,2025.03.20,970.08,mexico,bestbuy,in-person
T01078,C0407,2024-08-25,2276.67,brazil,bestbuy,wire
T01079,C0368,2024/10/05,492.45,germany,bestbuy,online
T01080,C0299,2024-10-27,5989.91,us,luxury retailer,wire
T01081,C0434,2024-10-15,308679.0,us,amazon,wire
T01082,C0462,2025-06-01,187.33,uk,amazon,in-person
T01083,C0287,2024-11-05,1081.13,russia,bestbuy,wire
T01084,C0444,2025-06-30,4225.89,us,bestbuy,in-person
T01085,C0202,2025-05-13,5791.12,mexico,walmart,wire
T01086,C0196,2024-12-05,1259.97,us,amazon,online
T01087,C0244,2025-04-04,1900.79,us,ebay,wire
T01088,C0431,2025-05-25,365.52,us,amazon,in-person
T01089,C0065,2025-04-17,9458.89,us,amazon,online
T01090,C0074,2024-11-09,527.08,canada,bestbuy,wire
T01091,C0500,2024-11-06,5720.02,germany,amazon,in-person
T01092,C0413,2024/12/28,2097.63,us,bestbuy,in-person
T01093,C0310,2024-10-19,1871.64,brazil,ebay,wire
T01094,C0261,2024-10-04,1437.7,us,walmart,wire
T01095,C0182,2024-08-04,524.47,us,bestbuy,online
T01096,C0296,2024-09-22,388.45,us,walmart,in-person
T01097,C0257,2024-08-27,498.17,us,crypto exchange,in-person
T01098,C0188,2025-05-04,412.67,us,amazon,wire
T01099,C0361,2025-05-01,3024.48,us,ebay,in-person
T01100,C0041,2025-02-18,861.95,us,walmart,wire
T01101,C0239,2024-08-17,119.17,uk,ebay,in-person
T01102,C0046,2024-09-04,6954.17,us,ebay,not recorded
T01103,C0492,2024-08-16,4304.64,mexico,ebay,in-person
T01104,C0409,2024-09-07,5255.31,uk,ebay,wire
T01105,C0274,2024-12-27,10560.1,canada,bestbuy,in-person
T01106,C0464,2025/01/02,382.07,us,walmart,wire
T01107,C0181,2024-11-04,1009.16,germany,walmart,wire
T01108,C0086,2024-12-10,2839.61,us,crypto exchange,in-person
T01109,C0156,2024-08-21,2381.59,canada,ebay,online
T01110,C0323,2025-01-30,334.23,us,amazon,online
T01111,C0337,2024-11-22,3383.83,germany,walmart,in-person
T01112,C0014,2025-05-01,508.34,us,amazon,in-person
T01113,C0040,2024-09-24,506.74,china,amazon,online
T01114,C0316,2024-12-28,1539.95,us,unknown vendor,online
T01115,C0380,2024-11-02,1797.59,us,amazon,in-person
T01116,C0379,2025-01-01,1735.41,us,not recorded,online
T01117,C0134,2024-10-16,191.89,canada,amazon,online
T01118,C0410,2025-06-02,4198.65,uk,amazon,online
T01119,C0496,2024.08.21,617.4,us,crypto exchange,online
T01120,C0429,2024-08-10,277.41,us,luxury retailer,wire
T01121,C0122,2024-09-05,4391.92,mexico,walmart,online
T01122,C0108,2025-05-15,6231.35,uk,walmart,online
T01123,C0329,2025-03-29,3962.85,us,walmart,online
T01124,C0086,2024-11-01,3316.37,us,bestbuy,wire
T01125,C0383,2025-05-22,2129.83,brazil,crypto exchange,online
T01126,C0195,2025-04-05,1600.83,mexico,bestbuy,wire
T01127,C0075,2025-04-02,182.01,uk,bestbuy,wire
T01128,C0475,2025-02-25,1050.03,canada,bestbuy,wire
T01129,C0493,2024-07-21,932.62,uk,luxury retailer,online
T01130,C0470,2024-09-27,601.54,uk,bestbuy,wire
T01131,C0313,2025-05-26,2570.51,brazil,unknown vendor,wire
T01132,C0139,2025-06-03,1369.86,us,amazon,in-person
T01133,C0300,2024-11-10,169.04,us,walmart,in-person
T01134,C0124,2024-09-01,497.39,canada,ebay,online
T01135,C0267,2024.08.10,2299.34,us,ebay,online
T01136,C0161,2025-04-08,158.37,uk,ebay,online
T01137,C0007,2024-10-10,3810.4,us,ebay,in-person
T01138,C0229,2024-11-21,1366.97,us,walmart,wire
T01139,C0099,2024-12-06,1310.11,us,ebay,online
T01140,C0481,2025-01-21,1794.98,uk,unknown vendor,online
T01141,C0487,2024-07-25,3482.3,uk,amazon,online
T01142,C0045,2025-03-25,854.84,china,amazon,in-person
T01143,C0392,2024-10-30,2266.51,china,ebay,online
T01144,C0459,2024-10-15,1668.19,us,amazon,wire
T01145,C0240,2025-05-20,621.3,mexico,amazon,wire
T01146,C0473,2024-09-11,4217.82,germany,walmart,in-person
T01147,C0463,2024-07-18,3193.3,mexico,walmart,wire
T01148,C0083,2024-12-10,2148.53,canada,amazon,online
T01149,C0196,2025-06-02,3802.01,us,luxury retailer,wire
T01150,C0490,2024-12-28,4039.24,russia,amazon,online
T01151,C0252,2025-02-06,2464.49,germany,amazon,wire
T01152,C0092,2025-04-22,3628.17,mexico,amazon,in-person
T01153,C0394,2025-02-04,2391.16,us,ebay,online
T01154,C0468,2024-10-11,2279.75,us,amazon,online
T01155,C0038,2024-08-11,1927.87,us,walmart,wire
T01156,C0010,2025-01-01,2794.44,china,amazon,in-person
T01157,C0001,2024-08-14,345.39,brazil,ebay,wire
T01158,C0078,2025-05-14,4255.09,canada,crypto exchange,in-person
T01159,C0002,2025/05/10,4109.01,uk,not recorded,wire
T01160,C0245,2024-08-29,59.37,us,walmart,online
T01161,C0277,2024-08-22,3495.29,us,bestbuy,in-person
T01162,C0419,2024-07-10,275.93,canada,amazon,in-person
T01163,C0479,2024-07-29,816.29,germany,bestbuy,wire
T01164,C0206,2025-05-24,2721.32,us,luxury retailer,in-person
T01165,C0047,2025-05-05,350.52,us,unknown vendor,wire
T01166,C0042,2024-09-30,3407.13,russia,walmart,wire
T01167,C0332,2024-08-25,3569.18,us,ebay,wire
T01168,C0339,2024-09-20,1416.39,us,ebay,online
T01169,C0323,2025-05-21,12.81,mexico,bestbuy,in-person
T01170,C0225,2024-12-08,676.65,canada,amazon,online
T01171,C0013,2024-11-27,1919.06,canada,ebay,wire
T01172,C0200,2025-03-29,7946.33,us,ebay,wire
T01173,C0256,2025-03-07,1998.33,uk,walmart,wire
T01174,C0495,2025-07-05,601.68,germany,amazon,online
T01175,C0173,2025-03-13,2010.28,canada,amazon,online
T01176,C0109,2024-08-07,1552.99,russia,ebay,wire
T01177,C0482,2025-02-17,3026.85,mexico,unknown vendor,online
T01178,C0380,2025-02-18,226.29,uk,crypto exchange,online
T01179,C0377,2024-10-14,2862.82,us,ebay,wire
T01180,C0465,2025-06-27,1558.57,brazil,not recorded,in-person
T01181,C0333,2025-05-17,6593.24,us,amazon,online
T01182,C0464,2024-08-04,836.71,us,walmart,wire
T01183,C0313,2024-07-14,2002.73,us,ebay,online
T01184,C0059,2024-07-31,5377.32,us,walmart,online
T01185,C0033,2024-09-20,216.31,russia,bestbuy,in-person
T01186,C0348,2025-06-21,5536.51,us,amazon,in-person
T01187,C0295,2025-03-13,2328.77,uk,bestbuy,online
T01188,C0392,2024-12-25,140.5,us,not recorded,online
T01189,C0062,2025-05-16,716.1,us,walmart,online
T01190,C0357,2024-08-25,2463.18,us,amazon,online
T01191,C0474,2024-08-10,139.45,uk,amazon,in-person
T01192,C0314,2025-06-22,1745.36,us,amazon,wire
T01193,C0042,2025-05-31,848.94,us,amazon,online
T01194,C0362,2025-05-24,1939.99,mexico,unknown vendor,wire
T01195,C0356,2025-05-16,93.64,russia,walmart,in-person
T01196,C0065,2024-11-11,4104.23,us,ebay,in-person
T01197,C0231,2024-08-22,7260.39,us,crypto exchange,in-person
T01198,C0355,2024.07.22,6939.67,us,amazon,wire
T01199,C0314,2025-07-06,2769.81,germany,ebay,not recorded
T01200,C0179,2025-01-01,278.72,us,ebay,online
T01201,C0061,2024-07-25,2839.81,germany,luxury retailer,in-person
T01202,C0186,2024-09-09,4979.0,china,luxury retailer,in-person
T01203,C0113,2025-06-29,44.74,us,ebay,online
T01204,C0142,2025-02-13,781.97,us,amazon,online
T01205,C0351,2024-12-21,1341.38,russia,crypto exchange,wire
T01206,C0091,2025-05-21,2942.9,us,crypto exchange,online
T01207,C0331,2025-04-13,2299.57,us,amazon,wire
T01208,C0172,2024-12-06,1180.83,mexico,unknown vendor,wire
T01209,C0023,2025-01-14,639.38,us,amazon,in-person
T01210,C0091,2024-07-17,11703.06,us,amazon,in-person
T01211,C0060,2024-12-01,1110.88,us,amazon,not recorded
T01212,C0304,2025-03-28,1200.72,uk,bestbuy,in-person
T01213,C0347,2024-12-18,357.35,china,amazon,online
T01214,C0167,2024-09-11,3167.63,us,amazon,wire
T01215,C0446,2024-11-20,2366.26,us,unknown vendor,online
T01216,C0242,2024-09-27,498.9,uk,amazon,wire
T01217,C0075,2025-06-23,171.95,us,ebay,online
T01218,C0199,2024-09-16,2281.99,us,bestbuy,online
T01219,C0324,2024-10-20,2125.59,us,amazon,wire
T01220,C0066,2024-10-22,638.37,us,ebay,wire
T01221,C0070,2024-12-26,6026.31,us,bestbuy,not recorded
T01222,C0088,2025-06-14,327.53,canada,amazon,wire
T01223,C0310,2024-09-01,1132.45,us,walmart,in-person
T01224,C0464,2024-07-19,5751.14,us,luxury retailer,online
T01225,C0045,2025-03-01,1088.51,us,ebay,online
T01226,C0303,2025-03-03,2035.13,us,bestbuy,online
T01227,C0374,2025-03-02,1013.65,us,not recorded,online
T01228,C0168,2024-10-09,641.0,us,amazon,in-person
T01229,C0485,2025-03-14,8267.54,us,ebay,online
T01230,C0214,2024-10-28,1053.01,germany,amazon,wire
T01231,C0376,2025-01-15,4490.51,canada,amazon,in-person
T01232,C0202,2024/12/13,522.61,us,walmart,online
T01233,C0232,2025-06-13,479.32,us,amazon,online
T01234,C0355,2025-02-04,63.26,canada,crypto exchange,online
T01235,C0184,2025-01-08,2109.19,us,ebay,online
T01236,C0009,2024-07-29,919.4,us,bestbuy,in-person
T01237,C0236,2024-08-09,3995.48,china,walmart,online
T01238,C0500,2024-10-22,1281.91,us,walmart,in-person
T01239,C0208,2024-12-01,6896.16,us,unknown vendor,in-person
T01240,C0238,2024-08-28,410.42,canada,amazon,in-person
T01241,C0037,2024-12-15,4059.37,us,ebay,in-person
T01242,C0017,2024-09-21,2997.55,us,walmart,in-person
T01243,C0485,2025-03-12,2947.38,mexico,ebay,online
T01244,C0404,2025-06-14,3725.87,mexico,ebay,wire
T01245,C0377,2025-05-11,2862.78,brazil,ebay,in-person
T01246,C0187,2025-01-26,1968.18,china,amazon,wire
T01247,C0239,2024-10-10,281.39,mexico,bestbuy,online
T01248,C0332,2025-03-07,66.13,uk,amazon,in-person
T01249,C0397,2025-05-13,5072.77,us,luxury retailer,online
T01250,C0277,2025-02-02,1917.62,us,bestbuy,in-person
T01251,C0447,2025-05-10,3184.55,germany,amazon,in-person
T01252,C0390,2024-07-13,1313.72,us,bestbuy,wire
T01253,C0258,2024-12-01,249.56,mexico,amazon,online
T01254,C0191,2025/05/05,267.49,us,bestbuy,in-person
T01255,C0425,2025-04-09,2313.96,us,walmart,in-person
T01256,C0423,2024-11-22,1125.31,uk,amazon,in-person
T01257,C0189,2025-01-08,447.6,canada,crypto exchange,online
T01258,C0097,2025-02-02,1352.95,china,bestbuy,online
T01259,C0201,2025.05.05,132.73,china,amazon,online
T01260,C0056,2025-01-10,1744.41,us,amazon,not recorded
T01261,C0255,2024-11-16,626.67,us,amazon,in-person
T01262,C0012,2025-06-25,3194.61,us,luxury retailer,in-person
T01263,C0478,2025-02-10,743.18,us,bestbuy,wire
T01264,C0378,2025-01-17,1214.75,mexico,amazon,online
T01265,C0012,2024-11-07,23.38,china,amazon,in-person
T01266,C0331,2024-12-03,150.41,us,ebay,in-person
T01267,C0331,2024-10-19,996.78,canada,bestbuy,in-person
T01268,C0357,2024-09-13,1307.62,uk,ebay,wire
T01269,C0156,2024-07-16,1832.68,uk,unknown vendor,wire
T01270,C0088,2024-11-06,689.67,canada,amazon,wire
T01271,C0498,2025-02-22,2374.77,us,walmart,online
T01272,C0181,2024-09-29,3933.98,us,luxury retailer,in-person
T01273,C0474,2024-07-17,3026.9,us,ebay,online
T01274,C0499,2025-06-18,80.85,us,walmart,in-person
T01275,C0407,2025-05-16,1309.8,us,amazon,online
T01276,C0163,2025-05-04,221.71,uk,bestbuy,wire
T01277,C0095,2024-10-23,554.26,us,walmart,in-person
T01278,C0163,2024/07/28,8634.37,germany,amazon,wire
T01279,C0277,2025-05-16,307.46,germany,ebay,online
T01280,C0472,2025-01-05,1381.85,us,crypto exchange,online
T01281,C0486,2025-01-27,1925.48,us,bestbuy,online
T01282,C0497,2024-11-21,2424.45,canada,luxury retailer,wire
T01283,C0332,2025-04-29,1640.36,canada,bestbuy,wire
T01284,C0497,2025-02-17,19.64,brazil,luxury retailer,in-person
T01285,C0342,2024-10-04,790.42,us,ebay,wire
T01286,C0174,2024-09-05,1458.43,mexico,walmart,online
T01287,C0072,2024-08-13,183.94,mexico,amazon,online
T01288,C0206,2024.10.10,863.5,mexico,amazon,wire
T01289,C0048,2025-03-18,67.53,us,ebay,online
T01290,C0299,2024-10-07,163.68,uk,walmart,wire
T01291,C0101,2024-10-17,1011.42,us,ebay,wire
T01292,C0347,2025-01-29,284.78,mexico,amazon,in-person
T01293,C0202,2025-05-19,1676.53,us,bestbuy,in-person
T01294,C0262,2025-05-09,2338.92,brazil,crypto exchange,wire
T01295,C0204,2025-06-27,3224.75,us,unknown vendor,wire
T01296,C0198,2025-04-18,446.66,us,amazon,wire
T01297,C0158,2024-07-27,366.6,germany,unknown vendor,online
T01298,C0111,2025-04-28,220.9,canada,bestbuy,wire
T01299,C0412,2024-09-29,2023.57,us,amazon,in-person
T01300,C0497,2025-02-14,2451.59,china,walmart,wire
T01301,C0072,2025-05-30,64.19,russia,ebay,online
T01302,C0107,2025-05-11,5504.39,us,luxury retailer,in-person
T01303,C0172,2024-12-03,106.74,us,luxury retailer,wire
T01304,C0046,2024-11-20,1558.7,us,ebay,wire
T01305,C0213,2025-07-04,2469.28,us,bestbuy,in-person
T01306,C0387,2025-05-27,4095.41,brazil,amazon,wire
T01307,C0149,2025-05-30,2504.13,uk,amazon,wire
T01308,C0428,2024-09-11,3236.23,uk,bestbuy,in-person
T01309,C0238,2024-09-12,829.37,us,walmart,online
T01310,C0135,2024.10.05,3372.91,us,ebay,in-person
T01311,C0242,2025-02-21,167.01,us,ebay,wire
T01312,C0214,2024-11-06,4504.1,us,crypto exchange,in-person
T01313,C0126,2025-05-15,1586.34,us,walmart,wire
T01314,C0497,2025-04-18,3399.8,us,walmart,in-person
T01315,C0247,2025-04-02,1204.12,uk,unknown vendor,in-person
T01316,C0352,2024-11-22,2063.28,us,ebay,online
T01317,C0192,2025-06-25,1494.8,uk,ebay,wire
T01318,C0084,2025-02-20,2630.48,uk,amazon,wire
T01319,C0450,2024-07-16,170.31,mexico,bestbuy,online
T01320,C0140,2025-04-05,124.5,us,ebay,wire
T01321,C0025,2025-04-04,567.65,us,ebay,online
T01322,C0264,2024-11-19,347.62,us,ebay,online
T01323,C0307,2025-02-11,4108.07,canada,not recorded,wire
T01324,C0424,2025-02-09,494.91,russia,walmart,wire
T01325,C0351,2024-08-30,7448.21,mexico,bestbuy,in-person
T01326,C0297,2025-02-09,821.65,us,amazon,online
T01327,C0266,2024.09.17,40207.0,us,walmart,wire
T01328,C0175,2025-05-26,3118.43,brazil,amazon,online
T01329,C0080,2025-05-16,2150.03,uk,walmart,in-person
T01330,C0315,2025-06-13,1379.09,mexico,luxury retailer,in-person
T01331,C0365,2025-01-13,1621.0,uk,walmart,online
T01332,C0214,2025-02-01,2540.24,us,amazon,online
T01333,C0473,2024-11-03,518.72,us,bestbuy,in-person
T01334,C0186,2024-09-12,11217.26,us,bestbuy,in-person
T01335,C0268,2025-01-12,7361.28,canada,bestbuy,in-person
T01336,C0156,2024-07-20,2101.51,us,walmart,online
T01337,C0066,2024-08-10,445.14,china,amazon,online
T01338,C0158,2024-07-27,2280.3,us,amazon,online
T01339,C0218,2024-10-04,149.87,mexico,walmart,online
T01340,C0010,2025-02-24,62.26,canada,walmart,online
T01341,C0101,2024-09-28,595.96,us,walmart,in-person
T01342,C0304,2024-07-13,1242.11,us,amazon,wire
T01343,C0023,2025-01-26,4054.04,us,ebay,online
T01344,C0401,2025-01-07,2597.81,us,ebay,in-person
T01345,C0462,2024-07-06,2715.08,us,ebay,online
T01346,C0047,2024-11-11,1108.49,us,walmart,wire
T01347,C0486,2025-06-27,849.1,uk,bestbuy,in-person
T01348,C0400,2025-03-01,927.37,canada,amazon,in-person
T01349,C0035,2024-09-22,8788.13,us,ebay,online
T01350,C0271,2025-05-15,81.87,us,amazon,wire
T01351,C0088,2024-08-25,4035.29,brazil,ebay,in-person
T01352,C0051,2024-11-15,1728.7,brazil,crypto exchange,in-person
T01353,C0244,2025-04-10,1154.7,us,ebay,wire
T01354,C0345,2024-09-12,2583.84,germany,amazon,wire
T01355,C0195,2025-06-27,1333.67,us,ebay,wire
T01356,C0058,2025-05-13,4133.81,canada,bestbuy,wire
T01357,C0057,2025-05-29,4619.26,uk,bestbuy,wire
T01358,C0361,2025-06-08,1095.4,us,walmart,online
T01359,C0168,2024-11-08,648.22,us,bestbuy,wire
T01360,C0308,2024-07-29,1794.69,canada,ebay,wire
T01361,C0116,2024-07-14,4869.11,uk,amazon,wire
T01362,C0097,2024-09-01,473.12,china,unknown vendor,not recorded
T01363,C0481,2025-02-18,1950.84,mexico,amazon,in-person
T01364,C0252,2025-04-05,1996.96,mexico,bestbuy,in-person
T01365,C0338,2025-06-27,2641.86,mexico,amazon,wire
T01366,C0206,2024-08-30,282.13,mexico,luxury retailer,in-person
T01367,C0474,2025-05-02,2516.33,china,amazon,not recorded
T01368,C0500,2024-08-18,4794.51,us,amazon,wire
T01369,C0063,2025-05-30,396.13,us,bestbuy,wire
T01370,C0143,2025-01-26,542.42,canada,walmart,in-person
T01371,C0140,2025-06-05,7108.35,canada,walmart,wire
T01372,C0183,2024-11-24,399.29,us,ebay,wire
T01373,C0249,2024-08-03,3853.58,uk,amazon,wire
T01374,C0056,2024-11-28,1355.64,us,bestbuy,online
T01375,C0322,2025-04-05,567.99,brazil,amazon,not recorded
T01376,C0028,2025-07-06,4092.01,russia,bestbuy,online
T01377,C0498,2025-03-20,1178.67,us,ebay,wire
T01378,C0079,2024-12-06,1446.46,us,ebay,online
T01379,C0339,2025-02-18,890.18,canada,walmart,wire
T01380,C0104,2024-08-14,1797.64,us,bestbuy,in-person
T01381,C0134,2024-11-13,357.11,uk,walmart,in-person
T01382,C0280,2024-10-31,992.14,us,walmart,wire
T01383,C0451,2024-11-08,6974.32,brazil,bestbuy,wire
T01384,C0437,2024-08-27,597.17,us,bestbuy,online
T01385,C0091,2024-09-05,2138.51,uk,unknown vendor,wire
T01386,C0453,2025-04-16,786.65,canada,bestbuy,online
T01387,C0160,2024-12-22,2969.78,canada,bestbuy,online
T01388,C0292,2025-05-09,280.53,mexico,not recorded,in-person
T01389,C0277,2025-03-11,7001.22,uk,bestbuy,online
T01390,C0260,2025-01-11,1209.5,us,amazon,in-person
T01391,C0498,2025-03-15,538.51,us,ebay,wire
T01392,C0165,2024-11-06,152.68,us,ebay,online
